1, 2513.375000000
2, 2442.750000000
3, 2436.625000000
4, 2357.625000000
5, 2462.125000000
6, 2457.875000000
7, 2410.750000000
8, 2520.625000000
9, 2491.000000000
10, 2434.500000000
11, 2421.000000000
12, 2369.625000000
13, 2412.625000000
14, 2429.625000000
15, 2475.875000000
16, 2561.750000000
17, 2537.375000000
18, 2540.000000000
19, 2602.375000000
20, 2532.500000000
21, 2466.500000000
22, 2479.250000000
23, 2377.625000000
24, 2419.125000000
25, 2337.000000000
26, 2275.875000000
27, 2296.375000000
28, 2258.000000000
29, 2414.625000000
30, 2379.750000000
31, 2331.500000000
32, 2391.500000000
33, 2339.000000000
34, 2312.250000000
35, 2364.125000000
36, 2338.375000000
37, 2478.500000000
38, 2434.750000000
39, 2399.125000000
40, 2407.500000000
41, 2293.000000000
42, 2265.000000000
43, 2312.500000000
44, 2207.250000000
45, 2263.500000000
46, 2208.500000000
47, 2127.625000000
48, 2158.375000000
49, 2093.875000000
50, 2119.250000000
51, 2192.250000000
52, 2194.125000000
53, 2354.125000000
54, 2275.125000000
55, 2263.500000000
56, 2165.625000000
57, 2025.500000000
58, 2070.500000000
59, 1959.875000000
60, 1885.500000000
61, 1825.375000000
62, 1611.750000000
63, 1967.000000000
64, 2241.875000000
65, 3064.500000000
66, 3080.875000000
67, 3079.375000000
68, 3081.250000000
69, 3079.000000000
70, 3080.000000000
71, 2855.375000000
72, 2645.500000000
73, 2531.375000000
74, 2703.000000000
75, 2668.000000000
76, 2559.375000000
77, 2704.125000000
78, 2471.750000000
79, 2631.750000000
80, 2513.375000000
81, 2397.250000000
82, 2163.250000000
83, 1838.875000000
84, 1902.000000000
85, 1823.375000000
86, 1838.625000000
87, 2065.875000000
88, 2021.125000000
89, 1888.375000000
90, 1853.625000000
91, 1828.000000000
92, 1784.875000000
93, 1794.500000000
94, 1832.125000000
95, 1808.375000000
96, 1764.625000000
97, 2246.625000000
98, 2258.000000000
99, 2193.000000000
100, 2107.875000000
