1, 3082.875000000
2, 3081.750000000
3, 3079.375000000
4, 3079.875000000
5, 3080.250000000
6, 3082.500000000
7, 3082.750000000
8, 3080.125000000
9, 3081.750000000
10, 3082.250000000
11, 3046.875000000
12, 2822.375000000
13, 2959.625000000
14, 2697.125000000
15, 2627.000000000
16, 2508.000000000
17, 2345.000000000
18, 2106.375000000
19, 2716.750000000
20, 2635.125000000
21, 2693.250000000
22, 2713.375000000
23, 2620.625000000
24, 2927.500000000
25, 3079.750000000
26, 3080.250000000
27, 3082.125000000
28, 3079.375000000
29, 3080.125000000
30, 3082.125000000
31, 3079.125000000
32, 3079.500000000
33, 3080.875000000
34, 3082.750000000
35, 3079.625000000
36, 3082.125000000
37, 3079.875000000
38, 3080.000000000
39, 3080.000000000
40, 3080.250000000
41, 3081.500000000
42, 3078.750000000
43, 3081.250000000
44, 3082.750000000
45, 3081.750000000
46, 3079.125000000
47, 3080.375000000
48, 3081.875000000
49, 3079.000000000
50, 3081.375000000
51, 3082.375000000
52, 3079.750000000
53, 3080.375000000
54, 3083.000000000
55, 3080.000000000
56, 3081.875000000
57, 3079.875000000
58, 3079.875000000
59, 3080.625000000
60, 3080.500000000
61, 3082.000000000
62, 3082.000000000
63, 3082.375000000
64, 3080.125000000
65, 3081.250000000
66, 3080.000000000
67, 3081.750000000
68, 3079.750000000
69, 3079.750000000
70, 3082.250000000
71, 3079.500000000
72, 3082.500000000
73, 3082.875000000
74, 3082.375000000
75, 3080.375000000
76, 3082.625000000
77, 3080.000000000
78, 3082.750000000
79, 3079.500000000
80, 3080.500000000
81, 3079.875000000
82, 3080.375000000
83, 3079.375000000
84, 3079.625000000
85, 3082.375000000
86, 3080.500000000
87, 3081.125000000
88, 3082.250000000
89, 3080.625000000
90, 3079.500000000
91, 3082.250000000
92, 3079.750000000
93, 3079.625000000
94, 3082.875000000
95, 3082.000000000
96, 3082.500000000
97, 3081.250000000
98, 3082.250000000
99, 3080.750000000
100, 3082.125000000
