1, 553.500000000
2, 546.750000000
3, 541.750000000
4, 545.875000000
5, 541.000000000
6, 547.000000000
7, 546.125000000
8, 548.625000000
9, 551.750000000
10, 552.125000000
11, 555.250000000
12, 549.750000000
13, 553.625000000
14, 554.625000000
15, 557.375000000
16, 539.375000000
17, 546.125000000
18, 557.875000000
19, 545.750000000
20, 549.500000000
21, 554.875000000
22, 554.625000000
23, 557.250000000
24, 546.125000000
25, 556.125000000
26, 546.375000000
27, 549.125000000
28, 535.875000000
29, 539.250000000
30, 545.125000000
31, 529.750000000
32, 545.625000000
33, 539.250000000
34, 533.000000000
35, 547.625000000
36, 540.625000000
37, 531.000000000
38, 537.250000000
39, 532.250000000
40, 532.625000000
41, 518.125000000
42, 531.250000000
43, 536.000000000
44, 542.250000000
45, 521.750000000
46, 537.875000000
47, 536.250000000
48, 528.375000000
49, 531.500000000
50, 516.750000000
51, 531.125000000
52, 528.500000000
53, 525.000000000
54, 520.500000000
55, 524.500000000
56, 535.125000000
57, 528.000000000
58, 527.875000000
59, 521.500000000
60, 510.250000000
61, 517.000000000
62, 521.125000000
63, 514.000000000
64, 524.250000000
65, 518.375000000
66, 493.500000000
67, 516.125000000
68, 518.125000000
69, 510.375000000
70, 559.750000000
71, 594.250000000
72, 626.875000000
73, 643.625000000
74, 658.125000000
75, 636.125000000
76, 588.875000000
77, 561.250000000
78, 526.000000000
79, 515.875000000
80, 500.500000000
81, 486.375000000
82, 475.750000000
83, 457.750000000
84, 459.625000000
85, 454.500000000
86, 465.750000000
87, 455.000000000
88, 447.750000000
89, 460.125000000
90, 456.125000000
91, 442.750000000
92, 450.750000000
93, 447.500000000
94, 433.500000000
95, 446.750000000
96, 442.250000000
97, 460.500000000
98, 452.750000000
99, 465.875000000
100, 472.125000000
