1, 547.750000000
2, 628.500000000
3, 672.875000000
4, 736.500000000
5, 829.750000000
6, 881.500000000
7, 894.000000000
8, 840.875000000
9, 775.125000000
10, 607.750000000
11, 468.375000000
12, 373.750000000
13, 344.750000000
14, 325.625000000
15, 309.875000000
16, 345.500000000
17, 321.500000000
18, 525.750000000
19, 488.750000000
20, 468.125000000
21, 523.875000000
22, 571.875000000
23, 573.625000000
24, 644.125000000
25, 664.375000000
26, 628.875000000
27, 599.875000000
28, 512.625000000
29, 451.875000000
30, 444.125000000
31, 547.000000000
32, 529.500000000
33, 524.000000000
34, 586.875000000
35, 545.125000000
36, 853.125000000
37, 880.750000000
38, 1129.500000000
39, 1517.625000000
40, 1555.500000000
41, 1976.125000000
42, 2665.750000000
43, 2993.875000000
44, 3079.250000000
45, 3079.875000000
46, 3079.750000000
47, 3079.375000000
48, 3079.750000000
49, 3079.875000000
50, 3079.875000000
51, 3079.500000000
52, 3079.625000000
53, 3079.875000000
54, 3079.625000000
55, 3079.375000000
56, 3080.125000000
57, 3079.625000000
58, 2979.625000000
59, 2702.750000000
60, 2415.875000000
61, 2106.000000000
62, 1915.500000000
63, 1633.500000000
64, 1787.375000000
65, 1662.875000000
66, 1581.500000000
67, 1646.625000000
68, 1533.500000000
69, 1391.500000000
70, 1387.375000000
71, 1279.000000000
72, 1171.125000000
73, 908.500000000
74, 876.125000000
75, 913.375000000
76, 1011.750000000
77, 902.500000000
78, 840.000000000
79, 1138.625000000
80, 845.750000000
81, 709.625000000
82, 688.375000000
83, 587.875000000
84, 498.000000000
85, 429.750000000
86, 477.125000000
87, 450.000000000
88, 363.625000000
89, 434.000000000
90, 413.125000000
91, 524.875000000
92, 685.125000000
93, 797.375000000
94, 893.750000000
95, 982.750000000
96, 1062.250000000
97, 1145.125000000
98, 1259.875000000
99, 1299.625000000
100, 1366.750000000
101, 1474.250000000
102, 1488.625000000
103, 1617.375000000
104, 1748.250000000
105, 1877.875000000
106, 1993.750000000
107, 2074.375000000
108, 2175.750000000
109, 2225.125000000
110, 2190.125000000
111, 2271.375000000
112, 2274.250000000
113, 2260.250000000
114, 2185.500000000
115, 2264.625000000
116, 2302.125000000
117, 2282.125000000
118, 2307.375000000
119, 2322.375000000
120, 2273.000000000
121, 2251.375000000
122, 2213.250000000
123, 2153.625000000
124, 2041.000000000
125, 2024.875000000
126, 1978.500000000
127, 1932.375000000
128, 1945.125000000
129, 1827.500000000
130, 1960.125000000
131, 2003.500000000
132, 2035.750000000
133, 2028.500000000
134, 2032.500000000
135, 1861.250000000
136, 1824.875000000
137, 1783.375000000
138, 1715.375000000
139, 1649.250000000
140, 1591.125000000
141, 1560.125000000
142, 1501.375000000
143, 1422.500000000
144, 1394.875000000
145, 1361.500000000
146, 1331.375000000
147, 1338.750000000
148, 1288.000000000
149, 1300.250000000
150, 1286.000000000
151, 1198.750000000
152, 1162.375000000
153, 1239.625000000
154, 1197.875000000
155, 1203.625000000
156, 1180.625000000
157, 1089.625000000
158, 1107.250000000
159, 1071.125000000
160, 1040.750000000
161, 1116.875000000
162, 1154.500000000
163, 1128.500000000
164, 1116.625000000
165, 1079.000000000
166, 1090.500000000
167, 1066.875000000
168, 981.625000000
169, 985.125000000
170, 1030.750000000
171, 945.250000000
172, 933.750000000
173, 993.250000000
174, 912.125000000
175, 1006.875000000
176, 1024.125000000
177, 953.000000000
178, 942.000000000
179, 929.125000000
180, 816.000000000
181, 768.875000000
182, 674.250000000
183, 683.125000000
184, 645.000000000
185, 589.375000000
186, 636.500000000
187, 765.250000000
188, 643.000000000
189, 954.125000000
190, 878.250000000
191, 847.125000000
192, 872.375000000
193, 962.125000000
194, 992.000000000
195, 1162.625000000
196, 1134.125000000
197, 1314.500000000
198, 1447.125000000
199, 1451.750000000
200, 1578.375000000
201, 1592.625000000
202, 1544.875000000
203, 1651.750000000
204, 1740.875000000
205, 1679.250000000
206, 1745.375000000
207, 1958.500000000
208, 1894.250000000
209, 1777.750000000
210, 1643.625000000
211, 1490.375000000
212, 1338.875000000
213, 1418.125000000
214, 1567.000000000
215, 1416.250000000
216, 1182.750000000
217, 1084.875000000
218, 1302.250000000
219, 1677.250000000
220, 1477.375000000
221, 1240.625000000
222, 1246.875000000
223, 1159.250000000
224, 921.375000000
225, 1027.000000000
226, 1096.625000000
227, 1025.000000000
228, 1189.875000000
229, 1267.000000000
230, 1305.000000000
231, 1239.375000000
232, 1218.625000000
233, 1027.750000000
234, 1046.125000000
235, 1251.625000000
236, 1268.500000000
237, 1024.500000000
238, 1139.625000000
239, 1093.375000000
240, 1099.625000000
241, 1020.375000000
242, 1023.625000000
243, 917.500000000
244, 1332.875000000
245, 1259.000000000
246, 1210.750000000
